Date, Daily Flow Rate , Influent TP (Mass) , Effluent TP (Mass) , Influent Temp ,,Supplements, Influent TP , Effluent TP ,Influent SP,Effluent SP,Influent Temp, Influent SP (Mass) ,Effluent SP (Mass)
, MGD , kg-P/d , kg-P/d , (degrees C) ,,, mg-P/L , mg-P/L ,mg-P/L,mg-P/L,(degrees F), kg-P/d ,kg-P/d
5/12/2016, 701.50 ," 6,457.78 ", 902.85 , 14.06 ,,, 2.43 , 0.34 , 0.91 , 0.18 ,57.3," 2,419.64 ", 464.70 
5/13/2016, 951.72 ," 6,682.90 ", 936.69 , 14.89 ,,, 1.86 , 0.26 , 0.63 , 0.10 ,58.8," 2,255.25 ", 342.25 
5/14/2016, 948.81 ," 6,329.49 ", 700.36 , 13.50 ,,, 1.76 , 0.20 , 0.54 , 0.06 ,56.3," 1,952.40 ", 215.50 
5/15/2016, 848.51 ," 4,184.22 ", 529.97 , 13.33 ,,, 1.30 , 0.17 , 0.40 , 0.08 ,56," 1,294.10 ", 256.96 
5/16/2016, 675.68 ," 5,787.62 ", 716.16 , 13.39 ,,, 2.26 , 0.28 , 0.86 , 0.13 ,56.1," 2,204.76 ", 332.50 
5/17/2016, 680.10 ," 6,545.32 ", 656.49 , 13.56 ,,, 2.54 , 0.26 , 0.90 , 0.14 ,56.4," 2,305.17 ", 347.55 
5/18/2016, 598.39 ," 6,060.39 ", 690.87 , 13.22 ,,, 2.68 , 0.31 , 1.02 , 0.18 ,55.8," 2,301.84 ", 396.40 
5/19/2016, 609.04 ," 5,943.96 "," 1,129.68 ", 13.72 ,,, 2.58 , 0.49 , 1.01 , 0.29 ,56.7," 2,333.13 ", 668.59 
5/20/2016, 644.81 ," 7,610.36 "," 1,257.04 ", 13.94 ,,, 3.12 , 0.52 , 1.19 , 0.31 ,57.1," 2,910.48 ", 756.67 
5/21/2016, 583.83 ," 5,395.12 "," 1,149.21 ", 13.94 ,,, 2.44 , 0.52 , 0.73 , 0.39 ,57.1," 1,606.69 ", 861.91 
5/22/2016, 552.26 ," 4,385.94 ", 564.44 , 14.00 ,,, 2.10 , 0.27 , 0.62 , 0.18 ,57.2," 1,288.60 ", 376.30 
5/23/2016, 581.18 ," 8,153.59 "," 1,099.99 ", 14.33 ,,, 3.71 , 0.50 , 1.50 , 0.28 ,57.8," 3,302.84 ", 616.00 
5/24/2016, 588.91 ," 6,514.37 "," 1,683.10 ", 14.56 ,,, 2.92 , 0.76 , 1.27 , 0.50 ,58.2," 2,836.75 "," 1,114.64 "
5/25/2016, 583.30 ," 7,343.04 "," 1,821.63 ", 14.61 ,,, 3.33 , 0.83 , 1.35 , 0.53 ,58.3," 2,988.58 "," 1,159.22 "
5/26/2016, 576.11 ," 6,408.09 "," 1,024.98 ", 15.06 ,,, 2.94 , 0.47 , 1.21 , 0.32 ,59.1," 2,630.93 ", 686.95 
5/27/2016, 551.70 ," 6,329.57 "," 1,138.19 ", 15.06 ,,, 3.03 , 0.55 , 1.33 , 0.27 ,59.1," 2,767.36 ", 553.43 
5/28/2016, 534.42 ," 5,740.49 "," 1,213.80 ", 15.28 ,,, 2.84 , 0.60 , 1.43 , 0.34 ,59.5," 2,891.28 ", 677.71 
5/29/2016, 566.84 ," 7,036.83 "," 1,147.95 ", 15.72 ,,, 3.28 , 0.54 , 1.23 , 0.27 ,60.3," 2,649.51 ", 579.34 
5/30/2016, 565.94 ," 6,767.32 ", 846.21 , 16.00 ,,, 3.16 , 0.40 , 1.18 , 0.19 ,60.8," 2,537.99 ", 396.33 
5/31/2016, 545.18 ," 7,764.34 "," 1,011.22 ", 15.94 ,,, 3.76 , 0.49 , 1.40 , 0.32 ,60.7," 2,899.12 ", 650.07 
6/1/2016, 546.34 ," 6,103.23 ", 837.59 , 16.22 ,,, 2.95 , 0.41 , 1.01 , 0.20 ,61.2," 2,083.84 ", 413.62 
6/2/2016, 600.69 ," 10,434.56 "," 1,512.12 ", 16.22 ,,, 4.59 , 0.67 , 1.32 , 0.46 ,61.2," 2,991.05 "," 1,034.61 "
6/3/2016, 502.19 ," 6,155.27 "," 1,349.71 ", 16.28 ,,, 3.24 , 0.71 , 1.35 , 0.38 ,61.3," 2,560.28 ", 722.38 
6/4/2016, 582.53 ," 7,190.65 "," 3,065.10 ", 16.56 ,,, 3.26 , 1.39 , 1.43 , 0.81 ,61.8," 3,157.72 "," 1,775.11 "
6/5/2016, 946.26 ," 4,874.68 "," 1,719.34 ", 17.28 ,,, 1.36 , 0.48 , 0.67 , 0.37 ,63.1," 2,392.39 "," 1,307.41 "
6/6/2016, 812.54 ," 6,793.78 ", 984.25 , 17.44 ,,, 2.21 , 0.32 , 0.85 , 0.14 ,63.4," 2,610.72 ", 415.23 
6/7/2016, 622.25 ," 6,324.61 "," 1,413.27 ", 16.94 ,,, 2.69 , 0.60 , 0.99 , 0.32 ,62.5," 2,330.95 ", 741.97 
6/8/2016, 563.16 ," 6,605.74 ", 895.35 , 16.50 ,,, 3.10 , 0.42 , 1.26 , 0.19 ,61.7," 2,688.60 ", 405.04 
6/9/2016, 510.32 ," 5,722.62 "," 1,052.81 ", 16.56 ,,, 2.96 , 0.55 , 1.28 , 0.28 ,61.8," 2,462.98 ", 540.89 
6/10/2016, 510.84 ," 6,088.02 "," 1,237.60 ", 16.83 ,,, 3.15 , 0.64 , 1.49 , 0.40 ,62.3," 2,885.35 ", 773.50 
6/11/2016, 511.69 ," 6,667.70 "," 1,075.00 ", 16.78 ,,, 3.44 , 0.56 , 1.20 , 0.35 ,62.2," 2,331.87 ", 677.93 
6/12/2016, 530.35 ," 4,643.72 ", 642.42 , 17.00 ,,, 2.31 , 0.32 , 0.61 , 0.19 ,62.6," 1,225.42 ", 381.44 
6/13/2016, 505.17 ," 6,465.98 "," 1,042.19 ", 16.78 ,,, 3.38 , 0.55 , 1.65 , 0.31 ,62.2," 3,152.01 ", 583.24 
6/14/2016, 525.44 ," 6,386.13 "," 1,352.53 ", 16.89 ,,, 3.21 , 0.68 , 1.59 , 0.49 ,62.4," 3,157.56 ", 964.67 
6/15/2016, 509.11 ," 6,492.13 ", 809.42 , 17.17 ,,, 3.37 , 0.42 , 1.49 , 0.23 ,62.9," 2,871.13 ", 443.25 
6/16/2016, 629.10 ," 7,169.87 "," 1,321.67 ", 18.00 ,,, 3.01 , 0.56 , 1.32 , 0.29 ,64.4," 3,137.71 ", 690.60 
6/17/2016, 559.63 ," 7,595.24 ", 603.76 , 17.83 ,,, 3.59 , 0.29 , 1.20 , 0.15 ,64.1," 2,545.31 ", 307.17 
6/18/2016, 528.04 ," 5,235.33 ", 929.46 , 17.67 ,,, 2.62 , 0.47 , 0.89 , 0.35 ,63.8," 1,785.95 ", 689.60 
6/19/2016, 500.05 ," 4,297.06 ", 492.15 , 17.72 ,,, 2.27 , 0.26 , 0.87 , 0.16 ,63.9," 1,655.53 ", 302.86 
6/20/2016, 505.43 ," 5,736.88 ", 545.28 , 18.00 ,,, 3.00 , 0.29 , 1.37 , 0.20 ,64.4," 2,628.81 ", 373.08 
6/21/2016, 518.47 ," 6,312.77 ", 922.43 , 18.11 ,,, 3.22 , 0.47 , 1.35 , 0.26 ,64.6," 2,656.60 ", 510.28 
6/22/2016, 550.86 ," 7,579.11 ", 948.77 , 18.61 ,,, 3.63 , 0.46 , 1.57 , 0.35 ,65.5," 3,275.03 ", 719.40 
6/23/2016, 514.24 ," 7,307.69 ", 895.43 , 18.67 ,,, 3.75 , 0.46 , 1.46 , 0.23 ,65.6," 2,834.62 ", 447.72 
6/24/2016, 507.09 ," 8,293.56 "," 1,132.53 ", 18.56 ,,, 4.32 , 0.59 , 1.66 , 0.37 ,65.4," 3,187.20 ", 700.63 
6/25/2016, 505.48 ," 7,559.81 ", 966.29 , 18.56 ,,, 3.95 , 0.51 , 1.40 , 0.33 ,65.4," 2,680.15 ", 621.87 
6/26/2016, 512.01 ," 5,643.13 ", 591.14 , 18.72 ,,, 2.91 , 0.31 , 0.70 , 0.14 ,65.7," 1,356.90 ", 271.34 
6/27/2016, 504.21 ," 6,450.19 ", 696.65 , 18.78 ,,, 3.38 , 0.37 , 1.38 , 0.23 ,65.8," 2,625.69 ", 438.98 
6/28/2016, 490.90 ," 5,626.23 ", 706.14 , 18.61 ,,, 3.03 , 0.38 , 1.34 , 0.20 ,65.5," 2,496.38 ", 362.36 
6/29/2016, 481.71 ," 6,357.66 "," 1,066.72 ", 18.89 ,,, 3.49 , 0.59 , 1.61 , 0.32 ,66," 2,944.34 ", 583.51 
6/30/2016, 507.59 ," 6,720.01 "," 1,614.00 ", 19.00 ,,, 3.50 , 0.84 , 1.71 , 0.47 ,66.2," 3,292.18 ", 903.07 
7/1/2016, 695.76 ," 8,518.28 "," 1,580.24 ", 19.17 ,,, 3.23 , 0.60 , 1.22 , 0.31 ,66.5," 3,213.42 ", 816.46 
7/2/2016, 488.76 ," 4,518.25 ", 851.07 , 18.89 ,,, 2.44 , 0.46 , 0.88 , 0.24 ,66," 1,621.10 ", 434.78 
7/3/2016, 485.92 ," 5,165.78 ", 588.61 , 18.72 ,,, 2.81 , 0.32 , 0.93 , 0.22 ,65.7," 1,715.79 ", 404.67 
7/4/2016, 491.68 ," 5,334.97 ", 446.69 , 18.56 ,,, 2.87 , 0.24 , 1.46 , 0.09 ,65.4," 2,710.67 ", 158.20 
7/5/2016, 467.77 ," 4,901.77 "," 1,071.26 ", 18.89 ,,, 2.77 , 0.61 , 1.33 , 0.32 ,66," 2,358.37 ", 557.76 
7/6/2016, 551.01 ," 5,356.27 "," 1,428.76 ", 19.61 ,,, 2.57 , 0.69 , 1.29 , 0.36 ,67.3," 2,687.31 ", 740.45 
7/7/2016, 566.91 ," 7,318.84 "," 1,394.88 ", 20.50 ,,, 3.41 , 0.65 , 1.41 , 0.48 ,68.9," 3,024.96 "," 1,019.34 "
7/8/2016, 917.68 ," 6,260.14 "," 1,684.79 ", 20.83 ,,, 1.80 , 0.49 , 0.53 , 0.28 ,69.5," 1,848.41 ", 972.66 
7/9/2016, 828.32 ," 4,803.33 ", 438.98 , 20.06 ,,, 1.53 , 0.14 , 0.39 , 0.09 ,68.1," 1,232.58 ", 282.20 
7/10/2016, 663.23 ," 5,655.35 ", 313.82 , 20.06 ,,, 2.25 , 0.13 , 0.74 , 0.07 ,68.1," 1,849.05 ", 175.74 
7/11/2016, 578.02 ," 6,992.37 ", 448.55 , 20.61 ,,, 3.20 , 0.21 , 1.34 , 0.12 ,69.1," 2,933.53 ", 262.57 
7/12/2016, 602.53 ," 7,034.05 "," 1,094.79 ", 20.44 ,,, 3.08 , 0.48 , 1.17 , 0.35 ,68.8," 2,666.73 ", 798.29 
7/13/2016, 619.05 ," 7,203.64 ", 773.30 , 20.72 ,,, 3.07 , 0.33 , 1.19 , 0.21 ,69.3," 2,794.43 ", 480.38 
7/14/2016, 619.76 ," 8,692.54 ", 668.62 , 20.50 ,,, 3.71 , 0.29 , 1.09 , 0.13 ,68.9," 2,549.67 ", 304.98 
7/15/2016, 500.41 ," 5,837.91 "," 1,051.31 ", 20.56 ,,, 3.08 , 0.56 , 1.48 , 0.52 ,69," 2,810.13 ", 985.01 
7/16/2016, 533.98 ," 6,553.70 ", 586.18 , 20.39 ,,, 3.24 , 0.29 , 1.58 , 0.14 ,68.7," 3,194.08 ", 282.98 
7/17/2016, 515.00 ," 6,489.64 ", 467.88 , 19.89 ,,, 3.33 , 0.24 , 1.69 , 0.15 ,67.8," 3,296.77 ", 282.68 
7/18/2016, 582.54 ," 11,500.93 ", 804.88 , 20.22 ,,, 5.22 , 0.37 , 1.50 , 0.18 ,68.4," 3,309.48 ", 396.93 
7/19/2016, 531.50 ," 6,505.43 ", 613.64 , 20.44 ,,, 3.23 , 0.31 , 1.48 , 0.13 ,68.8," 2,976.27 ", 251.49 
7/20/2016, 449.59 ," 6,402.65 "," 2,289.03 ", 20.39 ,,, 3.76 , 1.35 , 1.42 , 0.86 ,68.7," 2,414.29 "," 1,463.62 "
7/21/2016, 585.43 ," 7,025.24 "," 1,196.69 ", 20.72 ,,, 3.17 , 0.54 , 1.44 , 0.26 ,69.3," 3,185.86 ", 576.18 
7/22/2016, 529.59 ," 6,969.52 ", 721.69 , 20.50 ,,, 3.48 , 0.36 , 1.45 , 0.17 ,68.9," 2,905.60 ", 330.77 
7/23/2016, 537.46 ," 6,039.39 ", 742.59 , 20.22 ,,, 2.97 , 0.37 , 1.00 , 0.23 ,68.4," 2,041.82 ", 467.93 
7/24/2016, 597.97 ," 4,886.56 ", 577.21 , 20.33 ,,, 2.16 , 0.26 , 0.73 , 0.18 ,68.6," 1,660.54 ", 396.12 
7/25/2016, 567.61 ," 9,278.82 ", 859.45 , 20.39 ,,, 4.32 , 0.40 , 1.47 , 0.19 ,68.7," 3,157.40 ", 397.49 
7/26/2016, 530.74 ," 6,126.98 ", 843.80 , 20.44 ,,, 3.05 , 0.42 , 1.49 , 0.21 ,68.8," 2,994.28 ", 411.85 
7/27/2016, 540.30 ," 7,557.19 ", 920.36 , 20.78 ,,, 3.70 , 0.45 , 1.65 , 0.35 ,69.4," 3,381.82 ", 705.61 
7/28/2016, 503.38 ," 6,688.15 ", 752.68 , 20.78 ,,, 3.51 , 0.40 , 1.52 , 0.26 ,69.4," 2,889.13 ", 485.91 
7/29/2016, 590.14 ," 8,326.76 "," 1,206.32 ", 21.11 ,,, 3.73 , 0.54 , 1.39 , 0.23 ,70," 3,109.41 ", 502.63 
7/30/2016, 648.22 ," 5,056.23 ", 748.40 , 21.44 ,,, 2.06 , 0.31 , 0.71 , 0.19 ,70.6," 1,732.85 ", 466.22 
7/31/2016, 567.27 ," 6,356.76 ", 901.88 , 21.39 ,,, 2.96 , 0.42 , 1.12 , 0.10 ,70.5," 2,394.92 ", 214.73 
8/1/2016, 822.86 ," 9,599.40 ", 903.31 , 21.72 ,,, 3.08 , 0.29 , 0.75 , 0.08 ,71.1," 2,326.81 ", 233.61 
8/2/2016, 583.38 ," 5,951.63 ", 496.87 , 22.00 ,,, 2.70 , 0.23 , 0.69 , 0.11 ,71.6," 1,527.93 ", 242.91 
8/3/2016, 574.94 ," 7,073.45 ", 620.27 , 21.72 ,,, 3.25 , 0.29 , 0.96 , 0.17 ,71.1," 2,081.49 ", 359.10 
8/4/2016, 532.82 ," 5,919.89 ", 736.18 , 21.39 ,,, 2.94 , 0.37 , 1.09 , 0.22 ,70.5," 2,195.43 ", 433.64 
8/5/2016, 622.04 ," 8,757.51 ", 765.27 , 22.44 ,,, 3.72 , 0.33 , 1.41 , 0.16 ,72.4," 3,313.26 ", 376.75 
8/6/2016, 493.77 ," 6,589.42 ", 607.47 , 23.17 ,,, 3.53 , 0.33 , 1.22 , 0.11 ,73.7," 2,284.63 ", 196.26 
8/7/2016, 519.52 ," 5,265.98 ", 668.65 , 21.83 ,,, 2.68 , 0.34 , 0.84 , 0.18 ,71.3," 1,658.64 ", 353.99 
8/8/2016, 510.59 ," 6,559.13 ", 956.73 , 21.72 ,,, 3.39 , 0.50 , 1.45 , 0.17 ,71.1," 2,795.79 ", 328.58 
8/9/2016, 513.75 ," 4,566.12 "," 1,186.31 ", 21.61 ,,, 2.35 , 0.61 , 1.35 , 0.15 ,70.9," 2,630.69 ", 291.72 
8/10/2016, 561.46 ," 6,857.45 "," 1,477.12 ", 22.00 ,,, 3.23 , 0.70 , 1.60 , 0.40 ,71.6," 3,398.23 ", 839.51 
8/11/2016, 560.44 ," 5,945.68 ", 880.42 , 23.00 ,,, 2.80 , 0.42 , 1.21 , 0.08 ,73.4," 2,571.88 ", 159.11 
8/12/2016, 572.94 ," 6,943.62 ", 921.74 , 22.39 ,,, 3.20 , 0.43 , 1.28 , 0.24 ,72.3," 2,773.67 ", 509.67 
8/13/2016, 875.05 ," 7,334.71 "," 1,275.28 ", 22.94 ,,, 2.21 , 0.39 , 0.70 , 0.21 ,73.3," 2,303.13 ", 679.05 
8/14/2016, 932.88 ," 4,641.56 ", 776.89 , 22.61 ,,, 1.31 , 0.22 , 0.41 , 0.16 ,72.7," 1,455.96 ", 547.35 
8/15/2016, 723.53 ," 8,668.49 ", 575.16 , 22.72 ,,, 3.17 , 0.21 , 0.99 , 0.10 ,72.9," 2,715.58 ", 260.19 
8/16/2016, 909.96 ," 5,224.36 ", 671.69 , 21.44 ,,, 1.52 , 0.20 , 0.42 , 0.10 ,70.6," 1,438.10 ", 327.23 
8/17/2016, 951.95 ," 5,116.64 ", 576.56 , 21.61 ,,, 1.42 , 0.16 , 0.37 , 0.13 ,70.9," 1,332.22 ", 450.44 
8/18/2016, 949.87 ," 6,092.08 ", 701.15 , 21.89 ,,, 1.69 , 0.20 , 0.59 , 0.14 ,71.4," 2,126.10 ", 485.41 
8/19/2016, 683.78 ," 8,245.84 ", 401.20 , 22.33 ,,, 3.19 , 0.16 , 0.91 , 0.07 ,72.2," 2,355.70 ", 168.25 
8/20/2016, 647.38 ," 7,243.43 ", 588.14 , 22.33 ,,, 2.96 , 0.24 , 1.38 , 0.12 ,72.2," 3,372.74 ", 294.07 
8/21/2016, 835.35 ," 5,484.41 ", 648.24 , 21.94 ,,, 1.73 , 0.21 , 0.79 , 0.08 ,71.5," 2,503.78 ", 237.16 
8/22/2016, 656.66 ," 6,241.60 ", 472.28 , 22.17 ,,, 2.51 , 0.19 , 1.13 , 0.03 ,71.9," 2,804.62 ", 62.14 
8/23/2016, 557.66 ," 6,908.36 ", 327.20 , 22.33 ,,, 3.27 , 0.16 , 1.25 , 0.08 ,72.2," 2,628.16 ", 158.32 
8/24/2016, 636.70 ," 7,728.69 ", 723.05 , 22.39 ,,, 3.21 , 0.30 , 0.70 , 0.12 ,72.3," 1,679.16 ", 277.17 
8/25/2016, 854.98 ," 9,179.17 "," 1,310.76 ", 22.39 ,,, 2.84 , 0.41 , 1.04 , 0.16 ,72.3," 3,366.86 ", 517.83 
8/26/2016, 579.87 ," 5,985.42 ", 812.16 , 22.17 ,,, 2.73 , 0.37 , 1.17 , 0.18 ,71.9," 2,565.12 ", 384.13 
8/27/2016, 662.11 ," 6,516.79 ", 413.55 , 22.33 ,,, 2.60 , 0.17 , 1.20 , 0.08 ,72.2," 2,997.61 ", 187.98 
8/28/2016, 924.90 ," 3,958.38 ", 665.21 , 21.78 ,,, 1.13 , 0.19 , 0.31 , 0.07 ,71.2," 1,101.80 ", 227.57 
8/29/2016, 847.39 ," 6,604.07 ", 737.78 , 21.89 ,,, 2.06 , 0.23 , 0.70 , 0.10 ,71.4," 2,241.88 ", 320.77 
8/30/2016, 680.62 ," 6,049.20 ", 502.40 , 22.22 ,,, 2.35 , 0.20 , 0.97 , 0.13 ,72," 2,508.16 ", 322.05 
8/31/2016, 592.65 ," 6,646.12 ", 527.20 , 21.50 ,,, 2.96 , 0.24 , 1.33 , 0.12 ,70.7," 2,987.56 ", 269.21 
9/1/2016, 589.42 ," 6,554.17 ", 580.11 , 21.44 ,,, 2.94 , 0.26 , 1.31 , 0.15 ,70.6," 2,920.87 ", 323.53 
9/2/2016, 545.41 ," 6,291.67 ", 609.06 , 21.44 ,,, 3.05 , 0.30 , 1.29 , 0.12 ,70.6," 2,668.08 ", 247.75 
9/3/2016, 567.11 ," 5,723.65 ", 654.76 , 21.28 ,,, 2.67 , 0.31 , 1.03 , 0.14 ,70.3," 2,211.58 ", 300.54 
9/4/2016, 540.24 ," 4,845.26 "," 1,227.01 ", 21.22 ,,, 2.37 , 0.60 , 0.96 , 0.42 ,70.2," 1,963.63 ", 848.68 
9/5/2016, 537.03 ," 6,435.07 "," 1,484.00 ", 21.17 ,,, 3.17 , 0.73 , 1.46 , 0.52 ,70.1," 2,964.75 "," 1,057.10 "
9/6/2016, 576.20 ," 6,574.19 "," 2,061.18 ", 21.44 ,,, 3.01 , 0.95 , 1.50 , 0.63 ,70.6," 3,263.21 "," 1,374.12 "
9/7/2016, 663.61 ," 7,709.47 "," 1,884.03 ", 21.67 ,,, 3.07 , 0.75 , 1.48 , 0.91 ,71," 3,722.35 "," 2,285.96 "
9/8/2016, 675.64 ," 6,542.48 "," 1,163.69 ", 22.11 ,,, 2.56 , 0.46 , 1.00 , 0.24 ,71.8," 2,557.55 ", 613.81 
9/9/2016, 575.23 ," 6,608.68 ", 827.45 , 22.00 ,,, 3.04 , 0.38 , 1.33 , 0.22 ,71.6," 2,888.01 ", 479.05 
9/10/2016, 909.61 ," 6,531.79 "," 1,136.26 ", 21.33 ,,, 1.90 , 0.33 , 0.64 , 0.22 ,70.4," 2,200.91 ", 740.29 
9/11/2016, 846.24 ," 4,780.69 ", 688.72 , 21.11 ,,, 1.49 , 0.22 , 0.74 , 0.12 ,70," 2,358.31 ", 384.40 
9/12/2016, 596.40 ," 6,556.54 ", 756.30 , 21.72 ,,, 2.90 , 0.34 , 1.53 , 0.14 ,71.1," 3,446.91 ", 316.06 
9/13/2016, 563.79 ," 5,783.17 ", 800.31 , 21.61 ,,, 2.71 , 0.38 , 1.25 , 0.18 ,70.9," 2,658.11 ", 373.48 
9/14/2016, 557.90 ," 6,611.80 ", 844.74 , 21.67 ,,, 3.13 , 0.40 , 1.29 , 0.20 ,71," 2,713.74 ", 422.37 
9/15/2016, 491.96 ," 5,852.33 ", 856.64 , 21.22 ,,, 3.14 , 0.46 , 1.60 , 0.24 ,70.2," 2,984.64 ", 446.94 
9/16/2016, 485.92 ," 6,194.23 ", 827.74 , 21.06 ,,, 3.37 , 0.45 , 1.27 , 0.19 ,69.9," 2,331.28 ", 349.49 
9/17/2016, 616.27 ," 6,433.72 "," 1,154.75 ", 21.06 ,,, 2.76 , 0.50 , 0.93 , 0.31 ,69.9," 2,167.20 ", 711.51 
9/18/2016, 497.78 ," 4,285.83 ", 904.46 , 21.06 ,,, 2.27 , 0.48 , 2.32 , 0.34 ,69.9," 4,378.73 ", 631.24 
9/19/2016, 469.57 ," 5,384.03 "," 1,164.26 ", 21.11 ,,, 3.03 , 0.66 , 1.50 , 0.35 ,70," 2,660.73 ", 613.24 
9/20/2016, 471.79 ," 6,287.66 "," 1,134.05 ", 21.33 ,,, 3.52 , 0.64 , 1.61 , 0.33 ,70.4," 2,868.53 ", 580.42 
9/21/2016, 515.07 ," 6,811.10 "," 1,130.86 ", 21.39 ,,, 3.49 , 0.58 , 1.73 , 0.27 ,70.5," 3,375.23 ", 516.69 
9/22/2016, 500.83 ," 6,098.88 ", 881.56 , 21.56 ,,, 3.22 , 0.47 , 1.49 , 0.19 ,70.8," 2,829.71 ", 360.21 
9/23/2016, 481.24 ," 5,301.07 ", 910.84 , 21.72 ,,, 2.91 , 0.50 , 1.44 , 0.24 ,71.1," 2,628.13 ", 437.20 
9/24/2016, 493.04 ," 6,089.96 "," 1,558.42 ", 21.44 ,,, 3.26 , 0.84 , 1.70 , 0.58 ,70.6," 3,166.11 "," 1,073.16 "
9/25/2016, 486.70 ," 4,989.84 "," 1,971.32 ", 21.33 ,,, 2.71 , 1.07 , 1.95 , 0.85 ,70.4," 3,590.39 "," 1,566.00 "
9/26/2016, 704.95 ," 8,769.83 "," 3,082.14 ", 20.89 ,,, 3.29 , 1.16 , 1.24 , 0.68 ,69.6," 3,303.10 "," 1,801.25 "
9/27/2016, 535.36 ," 6,255.77 "," 1,145.00 ", 20.89 ,,, 3.09 , 0.57 , 1.32 , 0.33 ,69.6," 2,674.04 ", 668.76 
9/28/2016, 597.72 ," 7,183.80 "," 1,527.27 ", 20.83 ,,, 3.18 , 0.68 , 1.25 , 0.36 ,69.5," 2,828.72 ", 803.23 
9/29/2016, 949.73 ," 4,697.39 "," 1,707.68 ", 17.56 ,,, 1.31 , 0.48 , 0.56 , 0.19 ,63.6," 2,028.37 ", 665.10 
9/30/2016, 950.22 ," 3,035.84 ", 611.48 , 18.39 ,,, 0.84 , 0.17 , 0.37 , 0.12 ,65.1," 1,342.39 ", 431.64 
10/1/2016, 950.24 ," 3,719.34 ", 701.42 , 18.44 ,,, 1.03 , 0.20 , 0.32 , 0.09 ,65.2," 1,134.87 ", 305.75 
10/2/2016, 950.78 ," 4,427.21 ", 773.80 , 18.67 ,,, 1.23 , 0.22 , 0.38 , 0.10 ,65.6," 1,382.40 ", 359.91 
10/3/2016, 949.47 ," 5,131.68 ", 844.62 , 18.94 ,,, 1.43 , 0.24 , 0.57 , 0.07 ,66.1," 2,042.18 ", 233.62 
10/4/2016, 835.35 ," 6,667.69 ", 806.35 , 19.33 ,,, 2.11 , 0.26 , 0.83 , 0.19 ,66.8," 2,625.53 ", 585.00 
10/5/2016, 762.74 ," 6,331.54 ", 880.62 , 19.50 ,,, 2.19 , 0.31 , 0.96 , 0.13 ,67.1," 2,770.93 ", 375.35 
10/6/2016, 631.38 ," 5,248.77 ", 645.31 , 19.67 ,,, 2.20 , 0.27 , 0.89 , 0.12 ,67.4," 2,119.49 ", 274.85 
10/7/2016, 611.46 ," 6,397.35 ", 601.80 , 19.89 ,,, 2.76 , 0.26 , 0.93 , 0.13 ,67.8," 2,156.29 ", 289.33 
10/8/2016, 594.70 ," 5,066.91 ", 765.39 , 19.89 ,,, 2.25 , 0.34 , 0.97 , 0.14 ,67.8," 2,189.70 ", 315.16 
10/9/2016, 549.33 ," 4,064.26 ", 499.06 , 19.56 ,,, 1.95 , 0.24 , 0.89 , 0.15 ,67.2," 1,850.07 ", 311.92 
10/10/2016, 538.99 ," 5,536.30 ", 724.30 , 19.50 ,,, 2.71 , 0.36 , 1.37 , 0.18 ,67.1," 2,795.39 ", 367.25 
10/11/2016, 546.44 ," 6,009.16 ", 672.26 , 19.22 ,,, 2.91 , 0.33 , 1.42 , 0.19 ,66.6," 2,943.67 ", 393.01 
10/12/2016, 571.60 ," 6,289.36 ", 789.77 , 19.11 ,,, 2.91 , 0.37 , 1.34 , 0.19 ,66.4," 2,904.18 ", 400.29 
10/13/2016, 681.54 ," 7,369.22 "," 1,070.66 ", 18.94 ,,, 2.86 , 0.42 , 1.10 , 0.27 ,66.1," 2,847.43 ", 696.57 
10/14/2016, 558.13 ," 6,571.85 ", 686.64 , 18.78 ,,, 3.11 , 0.33 , 1.52 , 0.15 ,65.8," 3,201.42 ", 316.91 
10/15/2016, 537.01 ," 7,924.03 ", 782.62 , 18.72 ,,, 3.90 , 0.39 , 1.77 , 0.24 ,65.7," 3,591.13 ", 487.87 
10/16/2016, 673.63 ," 7,780.70 ", 968.99 , 18.83 ,,, 3.05 , 0.38 , 1.22 , 0.22 ,65.9," 3,106.87 ", 548.24 
10/17/2016, 553.79 ," 5,295.68 ", 660.34 , 19.06 ,,, 2.53 , 0.32 , 1.16 , 0.15 ,66.3," 2,430.66 ", 314.45 
10/18/2016, 494.09 ," 5,315.05 ", 794.88 , 19.22 ,,, 2.84 , 0.43 , 1.40 , 0.20 ,66.6," 2,615.45 ", 374.06 
10/19/2016, 532.19 ," 6,609.90 "," 1,339.67 ", 19.06 ,,, 3.28 , 0.67 , 1.64 , 0.49 ,66.3," 3,308.48 ", 987.12 
10/20/2016, 845.99 ," 7,043.68 "," 2,113.59 ", 18.17 ,,, 2.20 , 0.66 , 0.78 , 0.33 ,64.7," 2,494.35 "," 1,056.79 "
10/21/2016, 950.07 ," 3,840.93 "," 1,024.97 ", 17.44 ,,, 1.07 , 0.29 , 0.42 , 0.09 ,63.4," 1,521.63 ", 323.67 
10/22/2016, 751.69 ," 5,366.49 ", 682.90 , 18.00 ,,, 1.89 , 0.24 , 0.82 , 0.07 ,64.4," 2,335.82 ", 199.18 
10/23/2016, 608.00 ," 5,010.63 ", 506.33 , 18.00 ,,, 2.18 , 0.22 , 1.09 , 0.11 ,64.4," 2,501.06 ", 241.66 
10/24/2016, 559.79 ," 5,744.50 ", 561.55 , 18.00 ,,, 2.71 , 0.27 , 1.28 , 0.16 ,64.4," 2,704.10 ", 328.45 
