Date,Close/Last,Volume,Open,High,Low
06/08/2017,5885.3,--,5894.75,5895.18,5852.65
06/07/2017,5877.59,--,5871.77,5883.19,5845.96
06/06/2017,5856.77,--,5869.48,5890.88,5848.32
06/05/2017,5878.12,--,5881.21,5888.92,5871.09
06/02/2017,5881.46,--,5834.41,5881.46,5825.74
06/01/2017,5816.51,--,5804.17,5816.6,5779.89
05/31/2017,5788.8,--,5812.97,5813.26,5762.56
05/30/2017,5794.63,--,5785.38,5799.99,5781.37
05/26/2017,5788.36,--,5782.17,5790.19,5771.71
05/25/2017,5778.37,--,5748.29,5793.13,5738.82
05/24/2017,5730.3,--,5720.83,5732.57,5705.17
05/23/2017,5703.35,--,5714.94,5716.55,5690.2
05/22/2017,5699.4,--,5662.95,5701.05,5661.59
05/19/2017,5651.56,--,5640.71,5673.63,5640.68
05/18/2017,5626.31,--,5569.81,5645.08,5568.47
05/17/2017,5580.55,--,5673.62,5688.74,5578.16
05/16/2017,5724.44,--,5715.15,5724.71,5699.41
05/15/2017,5704.48,--,5687.97,5706.61,5683.1
05/12/2017,5686.81,--,5683.58,5687.42,5672.03
05/11/2017,5674.22,--,5662.59,5675.5,5637.4
05/10/2017,5681.68,--,5681.33,5683.64,5661.44
05/09/2017,5678.31,--,5667.98,5691.21,5664
05/08/2017,5659.07,--,5649.18,5659.07,5638
05/05/2017,5646.09,--,5640.78,5646.09,5619.6
05/04/2017,5626.32,--,5623.57,5633.49,5606.05
05/03/2017,5625.16,--,5624.87,5629.78,5608.16
05/02/2017,5644.07,--,5642.41,5645.08,5625.49
05/01/2017,5629.63,--,5602.44,5640.48,5600.31
04/28/2017,5583.53,--,5598.47,5600,5575.21
04/27/2017,5571.28,--,5555.27,5573.26,5551.55
04/26/2017,5541.09,--,5553.6,5563.97,5537.99
04/25/2017,5548.19,--,5523.48,5557.93,5521.52
04/24/2017,5508.03,--,5503.27,5513.57,5494.46
04/21/2017,5442.05,--,5447.28,5450.81,5430.22
04/20/2017,5443.53,--,5422.47,5455.88,5413.32
04/19/2017,5399.64,--,5416.3,5431,5392.28
04/18/2017,5391.66,--,5383.74,5405.54,5377.91
04/17/2017,5399.2,--,5369.21,5399.2,5367.59
04/13/2017,5353.59,--,5370.69,5398.99,5353.59
04/12/2017,5377.03,--,5394.61,5399.55,5370.24
04/11/2017,5398.4,--,5413.91,5422.79,5359.14
04/10/2017,5421.68,--,5423.57,5442.71,5406.58
04/07/2017,5418.37,--,5420.94,5434.18,5400.08
04/06/2017,5420.88,--,5423.65,5435.06,5407.87
04/05/2017,5418.52,--,5447.27,5479.86,5409.04
04/04/2017,5440.41,--,5415.53,5441.34,5415.3
04/03/2017,5432.2,--,5440.2,5453.44,5403.31
03/31/2017,5436.23,--,5430.99,5451.5,5427.5
03/30/2017,5439.74,--,5430.31,5446.51,5425.3
03/29/2017,5430.27,--,5410.14,5433.36,5405.1
03/28/2017,5407.21,--,5371.9,5422.25,5363.29
03/27/2017,5374.27,--,5320.96,5383.22,5316.02
03/24/2017,5364,--,5376.74,5392.28,5345.94
03/23/2017,5355.14,--,5356.71,5375.43,5346.3
03/22/2017,5367.55,--,5332.64,5372.27,5327.25
03/21/2017,5332.53,--,5433.28,5439.58,5328.71
03/20/2017,5413.31,--,5406.02,5426.47,5400.16
03/17/2017,5408.76,--,5413.47,5423.28,5406.81
03/16/2017,5412.08,--,5421.46,5423.66,5399.27
03/15/2017,5416.25,--,5392.48,5426.84,5375.88
03/14/2017,5382.17,--,5382.79,5384.88,5360.7
03/13/2017,5394.57,--,5387.73,5396.39,5382.02
03/10/2017,5385.9,--,5390.46,5394.66,5364.1
03/09/2017,5363.98,--,5355.78,5370.66,5336.08
03/08/2017,5359.8,--,5351.35,5375.77,5348.73
03/07/2017,5351.28,--,5348.2,5373.26,5341.43
03/06/2017,5360.31,--,5352.61,5368.27,5338.61
03/03/2017,5373.48,--,5355.21,5373.48,5344.48
03/02/2017,5363.26,--,5386.34,5387.73,5355.53
03/01/2017,5390.99,--,5368.65,5398.43,5355.38
02/28/2017,5330.31,--,5344.18,5347.47,5316.7
02/27/2017,5347.55,--,5330.56,5347.88,5322.13
02/24/2017,5343.31,--,5305.23,5343.31,5304.01
02/23/2017,5332.37,--,5358.03,5358.53,5309.99
02/22/2017,5352.13,--,5345.18,5354.73,5335.8
02/21/2017,5350.73,--,5334.57,5353.16,5330.47
02/17/2017,5324.72,--,5295.49,5324.72,5291.7
02/16/2017,5300.64,--,5306.38,5316.79,5287.54
02/15/2017,5302.39,--,5266.12,5304.34,5264.44
02/14/2017,5271.07,--,5251.36,5271.1,5238.69
02/13/2017,5256.82,--,5242.49,5262.42,5241
02/10/2017,5226.69,--,5219.81,5234.27,5212.83
02/09/2017,5212.16,--,5200.17,5221.62,5196.07
02/08/2017,5196.58,--,5176.5,5201.57,5168.98
02/07/2017,5185.88,--,5178.85,5196.27,5174.34
02/06/2017,5167.96,--,5154.18,5167.96,5148.06
02/03/2017,5161.6,--,5153.61,5165.47,5147.58
02/02/2017,5147.7,--,5141.28,5162.56,5128.76
02/01/2017,5152.69,--,5157.83,5162.46,5128.9
01/31/2017,5116.77,--,5107.47,5116.8,5086.33
01/30/2017,5129.33,--,5146.41,5146.88,5098.34
01/27/2017,5168.06,--,5169.49,5172.43,5150.18
01/26/2017,5156.92,--,5164.12,5168.2,5148.85
01/25/2017,5151.47,--,5132.87,5153.18,5129
01/24/2017,5101.06,--,5079.61,5108.22,5068.37
01/23/2017,5065.7,--,5055.97,5073.24,5035.49
01/20/2017,5063.2,--,5070.15,5085.34,5050.02
01/19/2017,5051.17,--,5061.1,5078.41,5041.21
01/18/2017,5055.85,--,5050.26,5058.2,5039.18
01/17/2017,5044.65,--,5043.07,5053.2,5029.61
01/13/2017,5059.51,--,5047.56,5066.95,5045.92
01/12/2017,5041.43,--,5029.28,5044.36,4995.07
01/11/2017,5050.21,--,5033.88,5050.21,5012.65
01/10/2017,5035.17,--,5027.5,5049.83,5016.19
01/09/2017,5024.9,--,5013.82,5033.32,5009.45
01/06/2017,5007.08,--,4973.87,5020.7,4957.82
01/05/2017,4964.95,--,4936.35,4967.9,4935.34
01/04/2017,4937.2,--,4920.79,4944.74,4919.8
01/03/2017,4911.33,--,4900.85,4928.49,4884.52
12/30/2016,4863.62,--,4925.36,4927.16,4853.93
12/29/2016,4918.28,--,4923.92,4933.71,4903.28
12/28/2016,4926.29,--,4976.42,4978.43,4922.09
12/27/2016,4965.81,--,4948.92,4992.08,4947.59
12/23/2016,4940.02,--,4927.53,4940.04,4922.94
12/22/2016,4934.39,--,4948.36,4948.36,4917.33
12/21/2016,4948.9,--,4952.07,4957.45,4938.24
12/20/2016,4953.8,--,4948.34,4961.55,4944.32
12/19/2016,4934.85,--,4919.16,4963,4911.75
12/16/2016,4914.86,--,4945.04,4952.14,4904.38
12/15/2016,4933.41,--,4925.65,4959.9,4919.81
12/14/2016,4921.22,--,4943.64,4955.25,4910.76
12/13/2016,4935.84,--,4893.65,4960.48,4890.15
12/12/2016,4874.3,--,4878.04,4882.98,4854.27
12/09/2016,4895.9,--,4878.54,4897.24,4877.18
12/08/2016,4859.19,--,4849.75,4869.56,4843.04
12/07/2016,4851.94,--,4778.86,4854.32,4765.44
12/06/2016,4788.67,--,4786.06,4796.58,4769.39
12/05/2016,4778.14,--,4762.34,4795.28,4743.53
12/02/2016,4739.37,--,4734.38,4759.03,4721.41
12/01/2016,4734.1,--,4806.77,4810.44,4723.57
11/30/2016,4810.81,--,4876.3,4880.76,4810.81
11/29/2016,4873.21,--,4859.85,4896.57,4848.89
11/28/2016,4857.02,--,4861.73,4878.87,4852.71
11/25/2016,4870.02,--,4861.47,4870.9,4853.04
11/23/2016,4853.86,--,4856.72,4859.67,4832.59
11/22/2016,4873.84,--,4876.92,4884.63,4861.08
11/21/2016,4859,--,4822.03,4862.23,4819.57
11/18/2016,4808.04,--,4832.81,4840.81,4804.44
11/17/2016,4826.59,--,4789.78,4826.75,4781.72
11/16/2016,4792.27,--,4745.03,4794.57,4742.94
11/15/2016,4764.47,--,4733.57,4778.65,4727.98
11/14/2016,4702.04,--,4752.61,4753.27,4677.41
11/11/2016,4751.95,--,4729.14,4759.82,4711.96
11/10/2016,4747.03,--,4849.71,4855.79,4685.74
11/09/2016,4825.18,--,4748.9,4832.94,4747.35
11/08/2016,4804.92,--,4766.48,4824.97,4757.24
11/07/2016,4773.73,--,4737.99,4777.06,4731.79
11/04/2016,4660.46,--,4647.59,4697.94,4647.59
11/03/2016,4679.1,--,4718.53,4732.2,4673.05
11/02/2016,4726.91,--,4764.83,4773.65,4717.56
11/01/2016,4766.94,--,4810.3,4811.02,4726.35
10/31/2016,4801.27,--,4821.32,4823.92,4801.16
10/28/2016,4805.59,--,4820.5,4848.54,4794.07
10/27/2016,4836.45,--,4883.07,4885.83,4831.69
10/26/2016,4860.59,--,4863.52,4886.32,4846.44
10/25/2016,4891.45,--,4908.18,4911.76,4885.9
10/24/2016,4909.97,--,4884.16,4911.59,4880.77
10/21/2016,4851.86,--,4836.54,4853.61,4822.78
10/20/2016,4832.71,--,4831.31,4842.32,4805.84
10/19/2016,4836.61,--,4833.81,4845.07,4830.68
10/18/2016,4839.72,--,4849.91,4860.68,4837.31
10/17/2016,4796.17,--,4808.47,4814.88,4790.45
10/14/2016,4808.49,--,4828.9,4845.99,4806.73
10/13/2016,4803.1,--,4785.59,4816.33,4760.07
10/12/2016,4819.63,--,4824.27,4836.55,4806.33
10/11/2016,4821.91,--,4890.17,4890.17,4804.24
10/10/2016,4893.77,--,4887.73,4904.72,4885.59
10/07/2016,4864.52,--,4883.94,4884.7,4840.93
10/06/2016,4873.92,--,4871.95,4883.97,4851.53
10/05/2016,4877.75,--,4872.98,4891.35,4870.81
10/04/2016,4859.47,--,4880.57,4891.5,4841.72
10/03/2016,4866.63,--,4864.63,4872.14,4848.21
09/30/2016,4875.7,--,4856.1,4889.23,4846.9
09/29/2016,4838.3,--,4868.46,4875.52,4819.02
09/28/2016,4875.27,--,4871.84,4877.3,4850.04
09/27/2016,4866.71,--,4813.89,4868.38,4811.28
09/26/2016,4817.17,--,4830.17,4837.34,4812.32
09/23/2016,4858.91,--,4881.45,4882.42,4853.41
09/22/2016,4891.36,--,4879.28,4895.5,4876.37
09/21/2016,4853.75,--,4826.58,4858.57,4797.9
09/20/2016,4805.22,--,4813.78,4824.21,4797.78
09/19/2016,4796.07,--,4833.84,4843.76,4787.44
09/16/2016,4818.05,--,4811.79,4821.85,4794.2
09/15/2016,4819.9,--,4749.71,4826.02,4748.67
09/14/2016,4746.06,--,4726.75,4770.39,4726.75
09/13/2016,4722.84,--,4740,4756.2,4701.79
09/12/2016,4764.65,--,4656.59,4772.44,4656.51
09/09/2016,4681.53,--,4763.04,4773.77,4681.53
09/08/2016,4804,--,4816.48,4816.48,4791.22
09/07/2016,4831.86,--,4829.91,4839.59,4813.99
09/06/2016,4829.51,--,4806.66,4829.51,4797.34
09/02/2016,4798.74,--,4806.14,4816.7,4781.61
09/01/2016,4783.94,--,4774.81,4787.94,4750.24
08/31/2016,4771.05,--,4770.23,4775.19,4751.69
08/30/2016,4775.99,--,4787.77,4797.62,4760.28
08/29/2016,4791.09,--,4787.93,4804.42,4784.63
08/26/2016,4783.69,--,4782.46,4815.58,4758.1
08/25/2016,4775.43,--,4773.68,4792.47,4768
08/24/2016,4783.49,--,4812.49,4821.3,4770.73
08/23/2016,4818.48,--,4828.79,4836.45,4816.76
08/22/2016,4808.56,--,4797.95,4817.36,4791.06
08/19/2016,4806.14,--,4800.2,4816,4786.27
08/18/2016,4808.68,--,4802.33,4814.54,4794.29
08/17/2016,4805.45,--,4799.03,4807.05,4772.43
08/16/2016,4797.19,--,4814.21,4814.96,4796.92
08/15/2016,4827.12,--,4814.77,4837.67,4812.45
08/12/2016,4807.08,--,4794.35,4807.53,4790.49
08/11/2016,4803.31,--,4800.59,4813.36,4790.65
08/10/2016,4783.39,--,4799.83,4799.88,4771.98
08/09/2016,4795.75,--,4787.92,4811.01,4786.38
08/08/2016,4784.74,--,4791.1,4794.14,4770.22
08/05/2016,4791.21,--,4769.17,4799.86,4763.58
08/04/2016,4743.81,--,4731.54,4749.09,4719.01
08/03/2016,4734.33,--,4716.58,4734.33,4712.1
08/02/2016,4719.21,--,4748.42,4752.29,4689.55
08/01/2016,4756.04,--,4734.44,4767.24,4728.73
07/29/2016,4730.23,--,4734.7,4743.25,4715.77
07/28/2016,4721.41,--,4710.23,4725.78,4696.08
07/27/2016,4702.88,--,4711.11,4716.07,4685.11
07/26/2016,4672.11,--,4664.1,4687.9,4648.92
07/25/2016,4665.93,--,4662.9,4667.09,4650.5
07/22/2016,4666.07,--,4650.98,4670.54,4635.22
07/21/2016,4647.02,--,4662.95,4669.53,4634.07
07/20/2016,4657.2,--,4630.85,4665.67,4623.93
07/19/2016,4603.28,--,4601.68,4617.47,4595.38
07/18/2016,4619.68,--,4595.06,4627.57,4591.83
07/15/2016,4589.83,--,4602,4607.17,4579.83
07/14/2016,4596.49,--,4597.19,4604.76,4585.7
07/13/2016,4565.77,--,4589.13,4589.95,4565.7
07/12/2016,4577.61,--,4579.85,4588.24,4570.56
07/11/2016,4554.71,--,4544.33,4569.97,4544.33
07/08/2016,4528.36,--,4484.92,4529.72,4476.5
07/07/2016,4459.58,--,4451.15,4468.31,4438.8
07/06/2016,4444.7,--,4388.43,4447.23,4375.72
07/05/2016,4410.75,--,4414.35,4418.04,4386.56
07/01/2016,4437.44,--,4411.77,4453.86,4411.76
06/30/2016,4417.7,--,4378.75,4417.96,4359.57
06/29/2016,4364.74,--,4323.33,4373.96,4322.36
06/28/2016,4290.47,--,4245.32,4291.43,4245.29
06/27/2016,4201.05,--,4247.71,4249,4179.74
06/24/2016,4285.7,--,4294.8,4373.15,4274.54
06/23/2016,4467.48,--,4437.61,4467.48,4420.16
06/22/2016,4404.73,--,4415.46,4442.02,4400.88
06/21/2016,4413.4,--,4408.03,4422.67,4398.64
06/20/2016,4400.16,--,4424.11,4444.06,4397.36
06/17/2016,4374.38,--,4409.75,4409.75,4363.63
06/16/2016,4424.23,--,4387.9,4428.27,4362.16
06/15/2016,4409.51,--,4433.68,4439.61,4404.58
06/14/2016,4424.91,--,4413.71,4439.73,4392.43
06/13/2016,4422.76,--,4436.12,4461.26,4419.73
06/10/2016,4461.05,--,4473.08,4480.48,4447.33
06/09/2016,4512.69,--,4501.14,4518.5,4494.76
06/08/2016,4520.63,--,4521.1,4529.09,4505.39
06/07/2016,4513.09,--,4527.86,4532.3,4511.42
06/06/2016,4523.63,--,4517.88,4536.55,4510.33
06/03/2016,4509.79,--,4520.98,4523.36,4480.8
06/02/2016,4531.35,--,4510.81,4531.35,4488.08
06/01/2016,4520.07,--,4507.18,4530.39,4502.78
05/31/2016,4523.89,--,4513.85,4526.84,4497.65
05/27/2016,4512.54,--,4490.95,4512.54,4489.16
05/26/2016,4487.96,--,4478.57,4494.03,4469.76
05/25/2016,4476.43,--,4459.26,4488.52,4453.05
05/24/2016,4444.3,--,4381.34,4449.21,4380.46
05/23/2016,4355.1,--,4364.73,4382.4,4353.36
05/20/2016,4362.9,--,4330.07,4379.98,4329.57
05/19/2016,4315.58,--,4319.86,4331.58,4284.37
05/18/2016,4338.23,--,4314.34,4360.91,4305.73
05/17/2016,4322.56,--,4376.55,4385.06,4311.18
05/16/2016,4380.48,--,4335.33,4395.7,4329.89
05/13/2016,4326.53,--,4337.83,4364.24,4318.7
05/12/2016,4342.81,--,4376.09,4377.86,4312.88
05/11/2016,4361.03,--,4395.88,4407.93,4360.73
05/10/2016,4402.04,--,4360.73,4404.09,4351.16
05/09/2016,4341.23,--,4331.66,4361.87,4329.9
05/06/2016,4330.17,--,4290.36,4330.24,4282
05/05/2016,4309.48,--,4326.91,4333.12,4299.61
05/04/2016,4312.01,--,4314.49,4328.22,4301.07
05/03/2016,4341.39,--,4349.08,4368.76,4329.76
05/02/2016,4381.3,--,4350.83,4386.97,4334.59
04/29/2016,4341.3,--,4367.59,4372.97,4307.1
04/28/2016,4363.99,--,4419.12,4447.2,4355.3
04/27/2016,4416.63,--,4412.82,4426.28,4381.17
04/26/2016,4452.97,--,4480.6,4490.06,4439.38
04/25/2016,4474.13,--,4459.67,4474.77,4452.87
04/22/2016,4474.19,--,4478.44,4502.39,4440.14
04/21/2016,4540.8,--,4540.71,4558.67,4522.85
04/20/2016,4540.44,--,4539.19,4562.34,4523.9
04/19/2016,4537.09,--,4573.58,4574.38,4515.98
04/18/2016,4569.32,--,4535.21,4570.58,4531.11
04/15/2016,4543.16,--,4550.31,4558.92,4531
04/14/2016,4554.62,--,4554.66,4569.73,4541.66
04/13/2016,4554.72,--,4526.92,4560.11,4524.26
04/12/2016,4496.04,--,4464.07,4503.89,4435.05
04/11/2016,4458.71,--,4496.26,4516.1,4458.47
